author_anonymous,package_id_new,asset_type,content_category,reason_code,original_audio_language,source_language,target_language,runtime_minutes,start_date,submit_date,due_date,on_time_current,expected_daily_output,num_days_spent,expected_TAT,on_time_actual,tat_coef,tat_coef_comp,tat_coef_std,deliver_score
gmrGGjjP,2470877,SUBTITLE,VIDEO,STANDARD,ja,en,pt-BR,38.1,2022-04-08,2022-04-10,2022-04-11,1,15,1.0,3.0,1.0,0.3333333333333333,4.424499654934437,4.315306363316331,3
zvvSsTvD,2325682,CLOSED_CAPTIONING,VIDEO,STANDARD,en,en,en,23.0,2022-04-07,2022-04-10,2022-04-11,1,30,2.0,1.0,0.0,2.0,2.996292585170341,3.718679129654956,2
lOdabGDe,2199909,SUBTITLE,VIDEO,STANDARD,en,en,ms,17.6,2022-04-07,2022-04-10,2022-04-11,1,15,2.0,2.0,1.0,1.0,1.6012297453703705,1.0085205152013363,3
gLAqQjbB,2538428,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,42.7,2022-04-05,2022-04-10,2022-04-18,1,15,4.0,3.0,0.0,1.3333333333333333,1.2029684313203866,0.9775251471830632,1
qMQLGnDr,2031217,SUBTITLE,VIDEO,STANDARD,en,en,ko,25.2,2022-04-07,2022-04-10,2022-04-15,1,15,2.0,2.0,1.0,1.0,1.8356049332611832,1.6860886686891248,3
zvvSsTvD,2730595,CLOSED_CAPTIONING,VIDEO,STANDARD,en,en,en,23.2,2022-04-08,2022-04-10,2022-04-11,1,30,1.0,1.0,1.0,1.0,2.996292585170341,3.718679129654956,3
qMQLGnDr,2854577,SUBTITLE,VIDEO,STANDARD,en,en,ko,26.6,2022-04-08,2022-04-10,2022-04-15,1,15,1.0,2.0,1.0,0.5,1.8356049332611832,1.6860886686891248,3
FVSZOblO,2714626,SUBTITLE,VIDEO,STANDARD,pl,en,hr,11.3,2022-04-07,2022-04-11,2022-04-11,1,15,3.0,1.0,0.0,3.0,2.177083333333333,1.5592393590376115,0
VtshqOkf,2470877,SUBTITLE,VIDEO,STANDARD,ja,en,zh-Hant,38.1,2022-04-08,2022-04-11,2022-04-11,1,15,2.0,3.0,1.0,0.6666666666666666,1.8258169934640522,1.5734854972942112,3
nKvJVnOm,2181633,SUBTITLE,VIDEO,STANDARD,en,en,pl,42.4,2022-04-08,2022-04-11,2022-04-13,1,15,2.0,3.0,1.0,0.6666666666666666,1.7965584194941995,2.058510733389144,3
gLAqQjbB,2109930,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,42.2,2022-04-07,2022-04-11,2022-04-18,1,15,3.0,3.0,1.0,1.0,1.2029684313203866,0.9775251471830632,3
Izwbbzsy,2312696,SUBTITLE,VIDEO,STANDARD,es,en,cs,37.3,2022-04-07,2022-04-11,2022-04-11,1,15,3.0,3.0,1.0,1.0,0.9554396290351347,0.6470912965287233,3
tqwMHAVy,2663202,LANGUAGE_TEMPLATE,VIDEO,STANDARD,pl,pl,en,107.4,2022-04-04,2022-04-11,2022-04-11,1,15,6.0,8.0,1.0,0.75,1.6080309901738472,1.6393294703078867,3
fsNmhOhz,2714626,SUBTITLE,VIDEO,STANDARD,pl,en,ko,11.3,2022-04-10,2022-04-11,2022-04-11,1,15,1.0,1.0,1.0,1.0,2.2973057644110275,2.421103678051132,3
YeWYSwML,2470877,SUBTITLE,VIDEO,STANDARD,ja,en,it,38.1,2022-04-06,2022-04-11,2022-04-11,1,15,4.0,3.0,0.0,1.3333333333333333,2.955322455322455,3.594844660783225,2
qCbipqgX,2453743,SUBTITLE,VIDEO,STANDARD,pt-BR,en,hr,29.3,2022-04-07,2022-04-11,2022-04-12,1,15,3.0,2.0,0.0,1.5,0.875,0.3646045912169894,0
cWKUNqZu,2312696,SUBTITLE,VIDEO,STANDARD,es,en,uk,37.3,2022-04-07,2022-04-11,2022-04-11,1,15,3.0,3.0,1.0,1.0,2.8203125,5.268040405183711,3
SyBdLHGK,2423659,SUBTITLE,VIDEO,STANDARD,pl,en,uk,12.2,2022-04-04,2022-04-11,2022-04-11,1,15,6.0,1.0,0.0,6.0,3.058917093008002,4.224445470540324,0
OvPIEfiz,2714626,SUBTITLE,VIDEO,STANDARD,pl,en,ro,11.3,2022-04-11,2022-04-11,2022-04-11,1,15,1.0,1.0,1.0,1.0,1.4550438596491226,1.8185640540418513,3
hNfpNDos,2470877,SUBTITLE,VIDEO,STANDARD,ja,en,fi,38.1,2022-04-07,2022-04-11,2022-04-11,1,15,3.0,3.0,1.0,1.0,1.20893096194301,0.6644564606286643,3
xvwExbGG,2470877,SUBTITLE,VIDEO,STANDARD,ja,en,hr,38.1,2022-04-07,2022-04-11,2022-04-11,1,15,3.0,3.0,1.0,1.0,1.1896164021164022,0.4423156680496632,3
qpZIHMRF,2470877,SUBTITLE,VIDEO,STANDARD,ja,en,en,38.1,2022-04-06,2022-04-11,2022-04-11,1,15,4.0,3.0,0.0,1.3333333333333333,1.1106172839506172,0.5982869557800342,1
SyBdLHGK,2686841,SUBTITLE,VIDEO,STANDARD,pl,en,uk,11.8,2022-04-05,2022-04-11,2022-04-11,1,15,5.0,1.0,0.0,5.0,3.058917093008002,4.224445470540324,1
lGeUhZdP,2470877,SUBTITLE,VIDEO,STANDARD,ja,en,nb,38.1,2022-04-06,2022-04-11,2022-04-11,1,15,4.0,3.0,0.0,1.3333333333333333,1.3702020202020202,0.6746740778682637,2
SyBdLHGK,2618165,SUBTITLE,VIDEO,STANDARD,pl,en,uk,12.2,2022-04-04,2022-04-11,2022-04-11,1,15,6.0,1.0,0.0,6.0,3.058917093008002,4.224445470540324,0
ZMZMQSnv,2467692,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,21.2,2022-04-08,2022-04-11,2022-04-12,1,15,2.0,2.0,1.0,1.0,1.2029684313203866,0.9775251471830632,3
SyBdLHGK,2351741,SUBTITLE,VIDEO,STANDARD,pl,en,uk,11.8,2022-04-06,2022-04-11,2022-04-11,1,15,4.0,1.0,0.0,4.0,3.058917093008002,4.224445470540324,1
ZMZMQSnv,2584248,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,20.6,2022-04-09,2022-04-11,2022-04-12,1,15,1.0,2.0,1.0,0.5,1.2029684313203866,0.9775251471830632,3
SyBdLHGK,2714626,SUBTITLE,VIDEO,STANDARD,pl,en,uk,11.3,2022-04-10,2022-04-11,2022-04-11,1,15,1.0,1.0,1.0,1.0,3.058917093008002,4.224445470540324,3
iXHkJsyk,2584248,SUBTITLE,VIDEO,STANDARD,en,en,pt-BR,20.6,2022-04-07,2022-04-11,2022-04-12,1,15,3.0,2.0,0.0,1.5,1.9906890130353816,1.4217774796421674,2
gLAqQjbB,2566039,SUBTITLE,VIDEO,STANDARD,pt-BR,en,zh-Hans,45.3,2022-04-09,2022-04-11,2022-04-20,1,15,1.0,4.0,1.0,0.25,0.8565873015873016,0.38184407639643736,3
iXHkJsyk,2467692,SUBTITLE,VIDEO,STANDARD,en,en,pt-BR,21.2,2022-04-05,2022-04-11,2022-04-12,1,15,5.0,2.0,0.0,2.5,1.9906890130353816,1.4217774796421674,1
GNiyWOEI,2470877,SUBTITLE,VIDEO,STANDARD,ja,en,de,38.1,2022-04-06,2022-04-11,2022-04-11,1,15,4.0,3.0,0.0,1.3333333333333333,3.484994553376906,3.3226800392589597,2
iXHkJsyk,2435356,SUBTITLE,VIDEO,STANDARD,en,en,pt-BR,21.1,2022-04-04,2022-04-11,2022-04-12,1,15,6.0,2.0,0.0,3.0,1.9906890130353816,1.4217774796421674,0
yROSSQIA,2470877,SUBTITLE,VIDEO,STANDARD,ja,en,cs,38.1,2022-04-08,2022-04-11,2022-04-11,1,15,2.0,3.0,1.0,0.6666666666666666,1.050960219478738,0.639303482703242,3
lniiggrR,2980669,SUBTITLE,VIDEO,STANDARD,en,en,pl,28.3,2022-04-09,2022-04-11,2022-04-11,1,15,1.0,2.0,1.0,0.5,1.7965584194941995,2.058510733389144,3
FvyukPVO,2571417,SUBTITLE,VIDEO,STANDARD,fr,en,hr,44.6,2022-04-07,2022-04-11,2022-04-11,1,15,3.0,3.0,1.0,1.0,0.9467261904761904,0.6906304562207728,3
BHoizZLY,2470877,SUBTITLE,VIDEO,STANDARD,ja,en,uk,38.1,2022-04-07,2022-04-11,2022-04-11,1,15,3.0,3.0,1.0,1.0,1.6374865156418552,1.7650901624444286,3
shNfpPiW,2714626,SUBTITLE,VIDEO,STANDARD,pl,en,ms,11.3,2022-04-07,2022-04-11,2022-04-11,1,15,3.0,1.0,0.0,3.0,2.3267857142857142,1.323284128575637,0
gLAqQjbB,2571417,SUBTITLE,VIDEO,STANDARD,fr,en,zh-Hans,44.6,2022-04-08,2022-04-11,2022-04-12,1,15,2.0,3.0,1.0,0.6666666666666666,0.925843253968254,0.38274684680499294,3
lGeUhZdP,2714626,SUBTITLE,VIDEO,STANDARD,pl,en,nb,11.3,2022-04-05,2022-04-11,2022-04-11,1,15,5.0,1.0,0.0,5.0,5.245798319327731,4.874589024457751,2
shNfpPiW,2470877,SUBTITLE,VIDEO,STANDARD,ja,en,ms,38.1,2022-04-10,2022-04-11,2022-04-11,1,15,1.0,3.0,1.0,0.3333333333333333,1.8153039832285114,1.759024402812213,3
DJwNwRPE,2714626,SUBTITLE,VIDEO,STANDARD,pl,en,cs,11.3,2022-04-10,2022-04-11,2022-04-11,1,15,1.0,1.0,1.0,1.0,1.788594470046083,1.8771365195576044,3
lGujQLfI,2919948,CLOSED_CAPTIONING,VIDEO,STANDARD,pt-BR,en,en,62.4,2022-04-08,2022-04-11,2022-04-12,1,15,2.0,5.0,1.0,0.4,0.9895730706075533,0.5442113039884875,3
aQvdYawU,2470877,SUBTITLE,VIDEO,STANDARD,ja,en,pl,38.1,2022-04-06,2022-04-11,2022-04-11,1,15,4.0,3.0,0.0,1.3333333333333333,3.6209531866892273,3.2388545328457012,2
ZOjrxrCS,2470877,SUBTITLE,VIDEO,STANDARD,ja,en,ro,38.1,2022-04-07,2022-04-11,2022-04-11,1,15,3.0,3.0,1.0,1.0,1.2022458628841608,1.5153792153892207,3
DJwNwRPE,2422513,SUBTITLE,VIDEO,STANDARD,pl,en,cs,11.7,2022-04-11,2022-04-11,2022-04-12,1,15,1.0,1.0,1.0,1.0,1.788594470046083,1.8771365195576044,3
YeWYSwML,2714626,SUBTITLE,VIDEO,STANDARD,pl,en,it,11.3,2022-04-05,2022-04-11,2022-04-11,1,15,5.0,1.0,0.0,5.0,3.2400210084033616,2.510803770644855,0
zvvSsTvD,2198531,CLOSED_CAPTIONING,VIDEO,STANDARD,en,en,en,22.9,2022-04-09,2022-04-11,2022-04-12,1,30,1.0,1.0,1.0,1.0,2.996292585170341,3.718679129654956,3
lOdabGDe,2490387,SUBTITLE,VIDEO,STANDARD,en,en,ms,17.5,2022-04-07,2022-04-11,2022-04-11,1,15,3.0,2.0,0.0,1.5,1.6012297453703705,1.0085205152013363,2
TmDKuLoa,2312696,SUBTITLE,VIDEO,STANDARD,es,en,zh-Hans,37.3,2022-04-08,2022-04-11,2022-04-11,1,15,2.0,3.0,1.0,0.6666666666666666,0.8449354317998385,0.34378484925748354,3
SVlRqPJf,2878901,LANGUAGE_TEMPLATE,VIDEO,STANDARD,en,en,en,22.3,2022-04-04,2022-04-11,2022-04-11,1,15,6.0,2.0,0.0,3.0,1.9431880108991826,1.3337256109983475,0
UBDwRUxM,2738701,LANGUAGE_TEMPLATE,VIDEO,STANDARD,en,en,en,47.8,2022-04-07,2022-04-11,2022-04-12,1,15,3.0,4.0,1.0,0.75,1.9431880108991826,1.3337256109983475,3
yhpvPIfq,2847220,LANGUAGE_TEMPLATE,VIDEO,STANDARD,en,en,en,50.7,2022-04-06,2022-04-11,2022-04-22,1,15,4.0,4.0,1.0,1.0,1.9431880108991826,1.3337256109983475,3
bYbYtVeZ,2470877,SUBTITLE,VIDEO,STANDARD,ja,en,ru,38.1,2022-04-09,2022-04-11,2022-04-11,1,15,1.0,3.0,1.0,0.3333333333333333,1.324614197530864,0.7237919779361446,3
kqJkxXQG,2164186,LANGUAGE_TEMPLATE,VIDEO,STANDARD,pl,en,pl,11.4,2022-04-12,2022-04-12,2022-04-24,1,15,1.0,1.0,1.0,1.0,0.9391741071428571,0.44691022244463985,3
DJwNwRPE,2676907,SUBTITLE,VIDEO,STANDARD,pl,en,cs,11.8,2022-04-12,2022-04-12,2022-04-15,1,15,1.0,1.0,1.0,1.0,1.788594470046083,1.8771365195576044,3
SyBdLHGK,2422513,SUBTITLE,VIDEO,STANDARD,pl,en,uk,11.7,2022-04-11,2022-04-12,2022-04-12,1,15,2.0,1.0,0.0,2.0,3.058917093008002,4.224445470540324,2
kqJkxXQG,2721727,LANGUAGE_TEMPLATE,VIDEO,STANDARD,pl,en,pl,10.7,2022-04-12,2022-04-12,2022-04-24,1,15,1.0,1.0,1.0,1.0,0.9391741071428571,0.44691022244463985,3
fsNmhOhz,2422513,SUBTITLE,VIDEO,STANDARD,pl,en,ko,11.7,2022-04-10,2022-04-12,2022-04-12,1,15,2.0,1.0,0.0,2.0,2.2973057644110275,2.421103678051132,2
DJwNwRPE,2268187,SUBTITLE,VIDEO,STANDARD,pl,en,cs,11.8,2022-04-12,2022-04-12,2022-04-14,1,15,1.0,1.0,1.0,1.0,1.788594470046083,1.8771365195576044,3
YYxmVxgp,2770270,SUBTITLE,VIDEO,STANDARD,en,en,fil,41.9,2022-04-09,2022-04-12,2022-04-25,1,15,2.0,3.0,1.0,0.6666666666666666,1.884097328136474,3.297899089558319,3
kqJkxXQG,2417264,LANGUAGE_TEMPLATE,VIDEO,STANDARD,pl,en,pl,11.1,2022-04-12,2022-04-12,2022-04-24,1,15,1.0,1.0,1.0,1.0,0.9391741071428571,0.44691022244463985,3
FVSZOblO,2142138,SUBTITLE,VIDEO,STANDARD,pl,en,hr,11.5,2022-04-08,2022-04-12,2022-04-13,1,15,3.0,1.0,0.0,3.0,2.177083333333333,1.5592393590376115,0
DJwNwRPE,2142138,SUBTITLE,VIDEO,STANDARD,pl,en,cs,11.5,2022-04-11,2022-04-12,2022-04-13,1,15,2.0,1.0,0.0,2.0,1.788594470046083,1.8771365195576044,1
PIOhXLti,2941842,CLOSED_CAPTIONING,VIDEO,STANDARD,it,en,en,44.3,2022-04-11,2022-04-12,2022-04-13,1,15,2.0,3.0,1.0,0.6666666666666666,1.9099702380952381,2.6105537758429564,3
uyBTIopk,2749459,SUBTITLE,VIDEO,STANDARD,en,en,pt-BR,66.3,2022-04-02,2022-04-12,2022-04-13,1,15,7.0,5.0,0.0,1.4,1.9906890130353816,1.4217774796421674,2
kqJkxXQG,2303482,LANGUAGE_TEMPLATE,VIDEO,STANDARD,pl,en,pl,16.9,2022-04-07,2022-04-12,2022-04-24,1,15,4.0,2.0,0.0,2.0,0.9391741071428571,0.44691022244463985,0
FVSZOblO,2422513,SUBTITLE,VIDEO,STANDARD,pl,en,hr,11.7,2022-04-08,2022-04-12,2022-04-12,1,15,3.0,1.0,0.0,3.0,2.177083333333333,1.5592393590376115,0
YYxmVxgp,2067869,SUBTITLE,VIDEO,STANDARD,en,en,fil,44.1,2022-04-09,2022-04-12,2022-04-25,1,15,2.0,3.0,1.0,0.6666666666666666,1.884097328136474,3.297899089558319,3
FVSZOblO,2618165,SUBTITLE,VIDEO,STANDARD,pl,en,hr,12.2,2022-04-08,2022-04-12,2022-04-13,1,15,3.0,1.0,0.0,3.0,2.177083333333333,1.5592393590376115,0
qpZIHMRF,2781569,SUBTITLE,VIDEO,STANDARD,es-ES,en,en,45.0,2022-04-10,2022-04-12,2022-04-15,1,15,2.0,3.0,1.0,0.6666666666666666,1.25,0.6476453075908484,3
gmrGGjjP,2050931,SUBTITLE,VIDEO,STANDARD,ja,en,pt-BR,34.1,2022-04-11,2022-04-12,2022-04-13,1,15,2.0,3.0,1.0,0.6666666666666666,4.424499654934437,4.315306363316331,3
qpZIHMRF,2050931,SUBTITLE,VIDEO,STANDARD,ja,en,en,34.1,2022-04-11,2022-04-12,2022-04-13,1,15,2.0,3.0,1.0,0.6666666666666666,1.1106172839506172,0.5982869557800342,3
gmrGGjjP,2422513,SUBTITLE,VIDEO,STANDARD,pl,en,pt-BR,11.7,2022-04-08,2022-04-12,2022-04-12,1,15,3.0,1.0,0.0,3.0,3.0851190476190475,4.327626756739611,2
xcHpNLFq,2422513,SUBTITLE,VIDEO,STANDARD,pl,en,de,11.7,2022-04-12,2022-04-12,2022-04-12,1,15,1.0,1.0,1.0,1.0,1.358912483912484,0.8764350262238078,3
mofDZkRm,2179466,SUBTITLE,VIDEO,STANDARD,en,en,sv,40.6,2022-03-31,2022-04-12,2022-04-14,1,15,9.0,3.0,0.0,3.0,2.0712083677401596,1.5605845008245172,0
XnQfFLFm,2340269,LANGUAGE_TEMPLATE,VIDEO,STANDARD,ko,ko,en,56.8,2022-04-06,2022-04-12,2022-04-12,1,15,5.0,4.0,0.0,1.25,1.6621843434343433,1.3912761416386594,2
YeWYSwML,2422513,SUBTITLE,VIDEO,STANDARD,pl,en,it,11.7,2022-04-06,2022-04-12,2022-04-12,1,15,5.0,1.0,0.0,5.0,3.2400210084033616,2.510803770644855,0
OvPIEfiz,2422513,SUBTITLE,VIDEO,STANDARD,pl,en,ro,11.7,2022-04-12,2022-04-12,2022-04-12,1,15,1.0,1.0,1.0,1.0,1.4550438596491226,1.8185640540418513,3
qMQLGnDr,2492726,SUBTITLE,VIDEO,STANDARD,en,en,ko,23.9,2022-04-10,2022-04-12,2022-04-15,1,15,2.0,2.0,1.0,1.0,1.8356049332611832,1.6860886686891248,3
shNfpPiW,2422513,SUBTITLE,VIDEO,STANDARD,pl,en,ms,11.7,2022-04-08,2022-04-12,2022-04-12,1,15,3.0,1.0,0.0,3.0,2.3267857142857142,1.323284128575637,0
gLAqQjbB,2304331,SUBTITLE,VIDEO,STANDARD,pt-BR,en,zh-Hans,53.6,2022-04-10,2022-04-12,2022-04-20,1,15,2.0,4.0,1.0,0.5,0.8565873015873016,0.38184407639643736,3
ZMZMQSnv,2806272,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,9.5,2022-04-12,2022-04-12,2022-04-12,1,15,1.0,1.0,1.0,1.0,1.2029684313203866,0.9775251471830632,3
BHoizZLY,2442161,SUBTITLE,VIDEO,STANDARD,ja,en,uk,31.8,2022-04-03,2022-04-12,2022-04-12,1,15,7.0,3.0,0.0,2.3333333333333335,1.6374865156418552,1.7650901624444286,1
lGeUhZdP,2422513,SUBTITLE,VIDEO,STANDARD,pl,en,nb,11.7,2022-04-12,2022-04-12,2022-04-12,1,15,1.0,1.0,1.0,1.0,5.245798319327731,4.874589024457751,3
PIOhXLti,2632869,CLOSED_CAPTIONING,VIDEO,STANDARD,en,en,en,101.0,2022-04-12,2022-04-13,2022-04-14,1,30,2.0,4.0,1.0,0.5,2.996292585170341,3.718679129654956,3
TmDKuLoa,2781569,SUBTITLE,VIDEO,STANDARD,es-ES,en,zh-Hans,45.0,2022-04-11,2022-04-13,2022-04-15,1,15,3.0,3.0,1.0,1.0,1.009589947089947,0.3832436351349258,3
BHoizZLY,2050931,SUBTITLE,VIDEO,STANDARD,ja,en,uk,34.1,2022-04-11,2022-04-13,2022-04-14,1,15,3.0,3.0,1.0,1.0,1.6374865156418552,1.7650901624444286,3
hNfpNDos,2050931,SUBTITLE,VIDEO,STANDARD,ja,en,fi,34.1,2022-04-11,2022-04-13,2022-04-14,1,15,3.0,3.0,1.0,1.0,1.20893096194301,0.6644564606286643,3
ksFabyrA,2531679,CLOSED_CAPTIONING,VIDEO,STANDARD,pt-BR,en,pt-BR,91.7,2022-04-04,2022-04-13,2022-04-13,1,30,8.0,4.0,0.0,2.0,1.9166666666666667,0.6291528696058958,1
shNfpPiW,2050931,SUBTITLE,VIDEO,STANDARD,ja,en,ms,34.1,2022-04-12,2022-04-13,2022-04-13,1,15,2.0,3.0,1.0,0.6666666666666666,1.8153039832285114,1.759024402812213,3
aQvdYawU,2050931,SUBTITLE,VIDEO,STANDARD,ja,en,pl,34.1,2022-04-11,2022-04-13,2022-04-14,1,15,3.0,3.0,1.0,1.0,3.6209531866892273,3.2388545328457012,3
bYbYtVeZ,2050931,SUBTITLE,VIDEO,STANDARD,ja,en,ru,34.1,2022-04-12,2022-04-13,2022-04-14,1,15,2.0,3.0,1.0,0.6666666666666666,1.324614197530864,0.7237919779361446,3
lOdabGDe,2850892,SUBTITLE,VIDEO,STANDARD,en,en,ms,19.7,2022-04-09,2022-04-13,2022-04-13,1,15,3.0,2.0,0.0,1.5,1.6012297453703705,1.0085205152013363,2
TmDKuLoa,2435187,SUBTITLE,VIDEO,STANDARD,es,en,zh-Hans,35.3,2022-04-09,2022-04-13,2022-04-14,1,15,3.0,3.0,1.0,1.0,0.8449354317998385,0.34378484925748354,3
Ffjjoljk,2980669,SUBTITLE,VIDEO,STANDARD,en,en,cs,28.3,2022-04-10,2022-04-13,2022-04-13,1,15,3.0,2.0,0.0,1.5,1.400359195402299,1.1794316330361703,1
fsNmhOhz,2142138,SUBTITLE,VIDEO,STANDARD,pl,en,ko,11.5,2022-04-11,2022-04-13,2022-04-13,1,15,3.0,1.0,0.0,3.0,2.2973057644110275,2.421103678051132,1
stqSGucd,2470877,SUBTITLE,VIDEO,STANDARD,ja,en,zh-Hans,38.1,2022-04-07,2022-04-13,2022-04-13,1,15,5.0,3.0,0.0,1.6666666666666667,1.5768981481481483,1.2595167337722901,1
YeWYSwML,2050931,SUBTITLE,VIDEO,STANDARD,ja,en,it,34.1,2022-04-11,2022-04-13,2022-04-13,1,15,3.0,3.0,1.0,1.0,2.955322455322455,3.594844660783225,3
SyBdLHGK,2142138,SUBTITLE,VIDEO,STANDARD,pl,en,uk,11.5,2022-04-12,2022-04-13,2022-04-13,1,15,2.0,1.0,0.0,2.0,3.058917093008002,4.224445470540324,2
shNfpPiW,2527322,SUBTITLE,VIDEO,STANDARD,en,en,ms,42.6,2022-04-12,2022-04-13,2022-04-14,1,15,2.0,3.0,1.0,0.6666666666666666,1.6012297453703705,1.0085205152013363,3
FVSZOblO,2268187,SUBTITLE,VIDEO,STANDARD,pl,en,hr,11.8,2022-04-09,2022-04-13,2022-04-14,1,15,3.0,1.0,0.0,3.0,2.177083333333333,1.5592393590376115,0
zvvSsTvD,2626141,LANGUAGE_TEMPLATE,VIDEO,STANDARD,en,en,en,21.2,2022-04-12,2022-04-13,2022-04-14,1,15,2.0,2.0,1.0,1.0,1.9431880108991826,1.3337256109983475,3
YYxmVxgp,2578170,SUBTITLE,VIDEO,STANDARD,en,en,fil,45.6,2022-04-09,2022-04-13,2022-04-25,1,15,3.0,4.0,1.0,0.75,1.884097328136474,3.297899089558319,3
YXLUtiqM,2066312,SUBTITLE,VIDEO,STANDARD,es,en,zh-Hant,33.4,2022-04-06,2022-04-13,2022-04-13,1,15,6.0,3.0,0.0,2.0,1.6057142857142859,2.002467770799685,1
FVSZOblO,2676907,SUBTITLE,VIDEO,STANDARD,pl,en,hr,11.8,2022-04-09,2022-04-13,2022-04-15,1,15,3.0,1.0,0.0,3.0,2.177083333333333,1.5592393590376115,0
zvvSsTvD,2569008,LANGUAGE_TEMPLATE,VIDEO,STANDARD,en,en,en,21.2,2022-04-10,2022-04-13,2022-04-14,1,15,3.0,2.0,0.0,1.5,1.9431880108991826,1.3337256109983475,2
FVSZOblO,2588542,SUBTITLE,VIDEO,STANDARD,pl,en,hr,14.6,2022-04-09,2022-04-13,2022-04-18,1,15,3.0,1.0,0.0,3.0,2.177083333333333,1.5592393590376115,0
gLAqQjbB,2167369,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,41.9,2022-04-10,2022-04-13,2022-04-21,1,15,3.0,3.0,1.0,1.0,1.2029684313203866,0.9775251471830632,3
VtshqOkf,2050931,SUBTITLE,VIDEO,STANDARD,ja,en,zh-Hant,34.1,2022-04-12,2022-04-13,2022-04-14,1,15,2.0,3.0,1.0,0.6666666666666666,1.8258169934640522,1.5734854972942112,3
shNfpPiW,2142138,SUBTITLE,VIDEO,STANDARD,pl,en,ms,11.5,2022-04-08,2022-04-13,2022-04-13,1,15,4.0,1.0,0.0,4.0,2.3267857142857142,1.323284128575637,0
xcHpNLFq,2142138,SUBTITLE,VIDEO,STANDARD,pl,en,de,11.5,2022-04-12,2022-04-13,2022-04-13,1,15,2.0,1.0,0.0,2.0,1.358912483912484,0.8764350262238078,0
JbYyjPEy,2160377,CLOSED_CAPTIONING,VIDEO,STANDARD,en,en,en,46.0,2022-04-12,2022-04-13,2022-04-13,1,30,2.0,2.0,1.0,1.0,2.996292585170341,3.718679129654956,3
YeWYSwML,2142138,SUBTITLE,VIDEO,STANDARD,pl,en,it,11.5,2022-04-06,2022-04-13,2022-04-13,1,15,6.0,1.0,0.0,6.0,3.2400210084033616,2.510803770644855,0
peTWEPyK,2853302,SUBTITLE,VIDEO,STANDARD,en,en,hu,41.9,2022-04-07,2022-04-13,2022-04-14,1,15,5.0,3.0,0.0,1.6666666666666667,2.0464979352174475,2.032637398469864,2
OvPIEfiz,2142138,SUBTITLE,VIDEO,STANDARD,pl,en,ro,11.5,2022-04-13,2022-04-13,2022-04-13,1,15,1.0,1.0,1.0,1.0,1.4550438596491226,1.8185640540418513,3
ZMZMQSnv,2268187,SUBTITLE,VIDEO,STANDARD,pl,en,zh-Hans,11.8,2022-04-13,2022-04-13,2022-04-14,1,15,1.0,1.0,1.0,1.0,1.5324546485260773,0.9238337348625468,3
ZMZMQSnv,2368019,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,5.9,2022-04-13,2022-04-13,2022-04-13,1,15,1.0,1.0,1.0,1.0,1.2029684313203866,0.9775251471830632,3
YyUiDQDb,2620577,SUBTITLE,VIDEO,STANDARD,en,en,cs,41.2,2022-04-12,2022-04-13,2022-04-13,1,15,2.0,3.0,1.0,0.6666666666666666,1.400359195402299,1.1794316330361703,3
lGeUhZdP,2142138,SUBTITLE,VIDEO,STANDARD,pl,en,nb,11.5,2022-04-05,2022-04-13,2022-04-13,1,15,7.0,1.0,0.0,7.0,5.245798319327731,4.874589024457751,1
gmrGGjjP,2142138,SUBTITLE,VIDEO,STANDARD,pl,en,pt-BR,11.5,2022-04-12,2022-04-13,2022-04-13,1,15,2.0,1.0,0.0,2.0,3.0851190476190475,4.327626756739611,2
ZMZMQSnv,2142138,SUBTITLE,VIDEO,STANDARD,pl,en,zh-Hans,11.5,2022-04-11,2022-04-13,2022-04-13,1,15,3.0,1.0,0.0,3.0,1.5324546485260773,0.9238337348625468,0
OvPIEfiz,2268187,SUBTITLE,VIDEO,STANDARD,pl,en,ro,11.8,2022-04-13,2022-04-13,2022-04-14,1,15,1.0,1.0,1.0,1.0,1.4550438596491226,1.8185640540418513,3
mofDZkRm,2853302,SUBTITLE,VIDEO,STANDARD,en,en,sv,41.9,2022-04-11,2022-04-13,2022-04-14,1,15,3.0,3.0,1.0,1.0,2.0712083677401596,1.5605845008245172,3
mofDZkRm,2456742,SUBTITLE,VIDEO,STANDARD,en,en,sv,41.2,2022-04-06,2022-04-13,2022-04-14,1,15,6.0,3.0,0.0,2.0,2.0712083677401596,1.5605845008245172,2
cWKUNqZu,2435187,SUBTITLE,VIDEO,STANDARD,es,en,uk,35.3,2022-04-10,2022-04-13,2022-04-14,1,15,3.0,3.0,1.0,1.0,2.8203125,5.268040405183711,3
mofDZkRm,2175566,SUBTITLE,VIDEO,STANDARD,en,en,sv,35.6,2022-04-05,2022-04-13,2022-04-14,1,15,7.0,3.0,0.0,2.3333333333333335,2.0712083677401596,1.5605845008245172,1
GNiyWOEI,2050931,SUBTITLE,VIDEO,STANDARD,ja,en,de,34.1,2022-04-11,2022-04-14,2022-04-14,1,15,4.0,3.0,0.0,1.3333333333333333,3.484994553376906,3.3226800392589597,2
